                       a  and  at  for  from  in  is  it  mln  of  oil  on   s  said  that  the  to  tonnes   u
crude article000.txt   4    5   0    1     1   6   2   0    2   8    2   1   1     4     0   13   5       0   0
crude article001.txt  15   19   5   10     3  13   4   4    3  22    7   3  17    10     8   43  16       0   9
crude article002.txt   4    4   1    3     1   3   1   2    0   3    2   2   1     6     0   19   5       0   0
crude article003.txt   6    4   2    0     2   0   0   3    0   5    1   0   1     8     1   10   2       0   0
crude article004.txt   1    7   1    3     2  12   2   7    9  14    8   4   4     9     0   12   4       0   1
crude article005.txt   1    4   0    0     2   3   0   0    0   1    4   0   0     2     1    4   1       1   0
crude article006.txt   3    3   0    0     1   3   0   0    0   4    1   2   1     2     0    5   6       0   1
crude article007.txt   0    0   0    0     0   0   0   0    1   0    0   0   0     0     0    0   0       0   0
crude article008.txt   0    3   1    0     0   6   0   1    8   2    2   0   0     4     0    7   5       0   0
crude article009.txt   3    1   1    0    10   5   0   1   18   0    2   0   2     5     0    7   5       0   2
crude article010.txt   2    1   1    0     0   4   0   0    0   0    0   0   4     3     0    1   6       0   2
crude article011.txt   4    4   2   10     1   5   2   1    0  11   12   5   8     9     2   15   9       0   6
crude article012.txt   3    4   0    1     0   2   0   1    0   3    0   1   1     4     0   10   4       0   0
crude article013.txt   7    3   2    7     4  14   2   0    0   4    5   3   6     0     0   11   8       0   6
crude article014.txt   1    3   1    1     1   3   1   1    1   2    4   0   2     2     0    5   0       0   0
crude article015.txt   0    0   0    0     0   0   0   0    0   0    0   0   0     0     0    0   0       0   0
crude article016.txt   1    1   1    0     0   1   1   1    0   6    3   3   1     3     0   11  10       0   0
crude article017.txt   3    3   1    6     1   3   1   0    0   6    3   2   4     7     0   14  12       0   1
crude article018.txt   3    0   1    0     1   2   2   0    2   3    2   2   3     2     0    4   0       0   0
crude article019.txt   3    4   0    1     0   3   2   0    1   5    3   0   0     2     0    4   4       0   0
crude article020.txt   1    5   0    1     0   1   0   1    1   2    1   0   2     1     0    3   3       0   0
crude article021.txt   4    3   1    1     3   7   1   9    1  10    8   1   2     7     2   16   8       0   0
crude article022.txt   7   11   3    7     1   9   0   8    0   9   12   1  14    17     7   25  13       0   3
crude article023.txt   4    4   1    1     3   7   1   9    1  11    8   1   2     5     2   15   9       0   0
crude article024.txt   1    2   0    0     0   3   0   3    2   0    3   0   1     3     3    6   4       0   0
crude article025.txt   5    6   1    1     0   7   1   0    3   8    8   2   2     6     0   10  11       2   0
crude article026.txt   2    2   1    2     0   2   1   2    1   1    2   0   1     3     0    6   1       0   1
crude article027.txt   3    3   0    7     0   7   8   5    0   7    5   7  12     9     6   17  10       0   3
crude article028.txt   4    2   3    1     2   4   1   1    0   9    4   2   2     2     1   18  13       0   0
crude article029.txt   2    1   0    0     0   0   1   0    0   3    2   0   0     2     0    1  10       0   0
crude article030.txt   4    6   2    6     1   3   2   4    3  10    5   3   2     7     2   18  12       0   0
crude article031.txt   8    6   2    1     1   4   4   1    1   9    5   3   3     8     2   10   9       0   0
crude article032.txt   4    4   3    3     3   5   1   0    3   9    7   1   3     2     0   11   2       3   0
crude article033.txt   5    7   1    6     1   5   4   0    2   6    2   3   3     7     6   19   8       0   0
crude article035.txt   6    4   0    1     0   2   2   2    0   0    3   2   6     2     3   16   5       0   0
crude article036.txt   5    1   0    0     0   3   0   0    0   9    0   1   1     3     0    4   5       0   1
crude article037.txt   1    4   1    0     0   4   0   0    0   2    0   0   2     2     0    5   4       0   2
crude article038.txt   6    9   4    3     1  11   2   2    0  12    2   4   7     5     5   27  12       0   3
crude article040.txt   9    9   4    1     3   6  10   2    0  12    6   5   3     8    10   38  14       0   1
crude article041.txt   5    1   1    3     0   5   3   0    0   7    8   2   5     4     1   17  11       0   4
crude article042.txt   7    3   0    1     2   1   1   0    0   5    2   0   0     4     2   10   4       0   0
crude article043.txt   3    2   0    1     1   1   0   5    0   3    3   1   0     3     2    8   2       0   0
crude article044.txt   3    1   0    1     2   3   1   0    0   0    2   3   0     2     0    2   3       0   0
crude article045.txt  12   11   1    6     0   7   2   7    1  14   12   2   4    12     3   22  15       0   0
crude article046.txt   1    4   1    3     2   3   0   0    0   7    2   2   4     4     1   11   8       0   1
crude article047.txt   0    3   1    1     1   0   0   0    0   2    3   1   0     2     0    5   2       0   0
crude article048.txt   7    6   0    2     3   9   1   5    1   8    2   0   2     5     1   11   5       0   0
crude article049.txt   9    8   0    3     1   4   3   3    1   3    5   3   2     2     3    6   5       0   0
crude article050.txt   9    8   0    3     1   5   3   3    1   3    5   3   2     2     3    6   5       0   0
crude article051.txt   4    0   0    1     0   6   1   0    0   5    6   0   1     4     0    8   4       0   1
crude article052.txt   4    4   0    3     0   3   1   0    0   3    8   3   2     6     1   12   4       0   0
crude article053.txt   4    0   0    1     1   8   1   0    0   7    8   0   1     6     0   13   6       0   1
crude article054.txt   8    8   3    8     3   7   5   1   13   8   10   3   9     9     3   15  20       0   5
crude article055.txt   4    7   5    4     1   5   2   6    0   8    6   6   6     9     3   24  15       0   4
crude article056.txt   4    2   1    5     0   5   0   0    3   9    4   0   3     6     0   15   3       0   1
crude article057.txt   0    1   1    0     0   1   1   0    1   1    2   0   2     2     0    1   1       0   2
crude article058.txt   0    0   0    0     0   0   0   0    5   0    0   0   0     0     0    0   0       0   0
crude article059.txt   2    3   1    3     0   1   0   0    0   5    1   0   4     1     5    6   3       0   0
crude article060.txt  10    5   1    2     1   5   1   0    0   6    1   1   6     6     4   19   6       0   5
crude article061.txt   7    2   0    2     0   3   0   1    3  10    4   3   2     1     0   17   2       0   1
crude article062.txt   4    1   2    3     1  10   0   0    0   7    8   2   2     4     0   16   5       0   2
crude article063.txt   3    3   0    0     1   6   1   0    1   3    2   0   0     1     0    5   3       0   0
crude article064.txt   3    1   0    2     0   2   1   0    0   3    3   0   1     2     0    4   4       0   0
crude article065.txt   3    4   1    1     1   3   1   0    0   3    3   1   4     5     1    3   2       0   1
crude article066.txt   9   16   7    9     1  11   5   2    4  13    7   3   5     3     2   26  20       0   0
crude article067.txt   3    6   1    1     1   4   1   3    3  10    3   0   1     3     0    5   5       0   0
crude article068.txt   0    0   0    0     0   0   0   0    0   0    2   0   0     0     0    0   0       0   0
crude article069.txt   0    0   0    0     0   0   0   0    0   0    4   0   0     0     0    0   0       0   0
crude article071.txt   4    2   0    2     1   0   3   0    0   4    2   0   0     1     0    7   0       0   0
crude article072.txt   2    0   0    0     0   0   0   0    0   0    2   0   0     0     0    0   2       0   0
crude article073.txt   3    0   2    2     0   0   1   1    0   0    4   0   0     2     0    1   0       0   0
crude article075.txt   0    0   0    0     0   0   0   0    0   0    2   0   0     0     0    0   2       0   0
crude article079.txt   2    1   1    2     0   0   2   1    0   0    1   0   1     3     0    2   0       0   0
crude article080.txt   4    1   0    1     0   1   2   1    0   0    3   0   0     3     0    3   0       0   0
crude article081.txt   2    2   0    2     0   1   2   1    0   0    1   0   0     2     0    3   1       0   0
crude article082.txt   0    0   2    0     0   0   0   0    0   0    0   0   0     0     0    0   0       0   0
crude article083.txt   3    1   0    1     0   0   0   1    0   0    5   0   1     1     0    5   2       0   1
crude article085.txt   3    0   0    2     0   0   2   1    0   1    1   0   0     1     0    4   0       0   0
crude article086.txt   3    1   0    1     0   0   2   1    0   1    1   0   0     2     0    2   0       0   0
crude article087.txt   2    2   0    0     1   0   0   0    0   3    1   0   0     1     0    6   2       0   0
crude article088.txt   7    3   0    3     1   0   0   2    0   6    4   3   2     3     7   19   1       0   2
crude article090.txt   4    1   1    1     0   0   2   2    0   1    2   0   0     3     0    2   0       0   0
crude article091.txt   2    1   0    1     0   0   1   1    0   0    1   0   0     2     0    2   0       0   0
crude article093.txt   4    0   2    2     0   0   0   2    0   2    2   1   1     1     0    3   2       0   0
crude article094.txt   0    4   1    1     0   1   0   3    0   5    5   0   1     3     0    2   1       0   0
crude article095.txt   0    2   1    1     0   4   0   3    0   2    2   0   1     4     0    5   0       0   0
crude article096.txt   2    4   2    4     2   4   1   4    2  13    4   3   2     6     0   12  13      11   0
crude article097.txt   6    2   1    3     8  17   0   2    5   8    6   1   5     5     0   21  12       3   0
crude article098.txt   6    7   4    7     1   4   1   0    3   3    3   1   4     6     2   15   9       0   0
crude article100.txt   3    0   0    2     0   0   0   1    0   1    2   0   1     2     0    4   1       0   0
crude article101.txt  21   17   9    4     4  24   9   1    4  10   12   2  13    11     5   43  22       0   5
crude article102.txt   2    4   2    4     2   4   0   3    3   4    6   0   4     7     1   17   2       0   3
crude article103.txt   2    2   3    0     1   7   0   0    0   2    2   2   4     6     0    9   3       0   2
crude article104.txt   2    2   0    2     1   7   1   2    0   6    1   2   5     5     5   26   9       0   5
crude article105.txt   3    3   3    0     2   2   0   4    0   3    4   0   1     4     0    8   3       0   0
crude article106.txt   8   10   2    9     4  15   3   3    3   5    9   8   7    14     4   16  15       0   1
crude article107.txt   8    9   3    5     3  10   4   3    5   7   10   8   6    14     5   21  19       0   4
crude article108.txt   6    5   3    2     1   4   1   0    0   8   10   0   4     7     1   14   7       0   0
crude article109.txt   1    0   0    3     0   2   1   1    1   1    5   0   1     4     0    3   7       0   0
crude article110.txt   3    9   0    5     6  11   2   4    7  13   14   7   8     3     1   24  13       0   0
crude article111.txt   6    6   2    6     3  15   0   0    1  29    1   2   1     0     5   61  17       0   1
crude article112.txt  11    8   3    3     2   6   1   4   10  13    2   5   2     8     3   20  15       0   0
crude article113.txt   1    2   0    3     1   4   0   1    5   3    2   0   3     0     0    7   6       0   0
crude article114.txt   6    5   1    2     1  10   7   1    0  15    2   5  12     7     4   33  15       0  10
crude article115.txt   1    1   0    1     1   1   0   1    0   1    1   1   5     1     0    3   5       0   4
crude article116.txt   8   11   4    1     1   4   1   3    4  11    9   4   1     9     5   25   7       0   2
crude article117.txt   3    6   0    1     2   4   0   0    2   5    1   0   2     5     0   10  10       0   0
crude article118.txt   6    7   5    5     2   4   1   3    0   7    6   0   4     3     2   19   8       0   0
crude article119.txt   5    3   0    0     3   1   2   2    1   2    1   0   3     6     1    6   5       0   0
crude article120.txt   3    1   0    1     0   1   1   0    0   6    6   1   2     2     0    6   2       0   0
crude article121.txt   2    1   0    0     0   3   0   1    0   0    2   3   3     2     2   10   3       0   3
crude article122.txt   1    4   0    1     1   4   1   0    3   5    3   1   4     4     0    7   0       0   2
crude article123.txt   4    0   0    1     3   4   0   1    0   0    4   1   3     2     0    6   8       0   0
crude article124.txt   6    2   1    3     0   8   2   0    0   9    4   1   3     5     1   20   8       0   1
crude article125.txt   1    1   1    0     0   5   0   0    2   4    2   2   2     1     0    7   0       0   2
