                             a       and        at        by     crude      dlrs       for      from        in        is        it       its      last       mln       nil        of       oil        on       pct         s      said      that       the        to    tonnes         u       was     wheat      with
crude article000.txt  0.220010  0.242879  0.000000  0.133026  0.000000  0.000000  0.053224  0.071225  0.310799  0.136326  0.000000  0.076568  0.000000  0.153136  0.000000  0.407753  0.137173  0.073566  0.279155  0.051800  0.206084  0.000000  0.586507  0.254846  0.000000  0.000000  0.000000  0.000000  0.000000
crude article001.txt  0.239047  0.267413  0.102529  0.173443  0.000000  0.163029  0.154211  0.061911  0.195111  0.078998  0.081505  0.066555  0.099541  0.066555  0.000000  0.324893  0.139106  0.063945  0.188726  0.255145  0.149277  0.208684  0.562092  0.236285  0.000000  0.184553  0.022490  0.000000  0.070370
crude article002.txt  0.195723  0.172854  0.062961  0.118341  0.000000  0.000000  0.142045  0.063363  0.138245  0.060638  0.125126  0.136231  0.152813  0.000000  0.000000  0.136028  0.122030  0.130890  0.000000  0.046082  0.275002  0.000000  0.762575  0.226713  0.000000  0.000000  0.207157  0.000000  0.072020
crude article003.txt  0.380990  0.224316  0.163410  0.153573  0.000000  0.000000  0.000000  0.164454  0.000000  0.000000  0.243567  0.176790  0.099154  0.000000  0.000000  0.294210  0.079180  0.000000  0.000000  0.059801  0.475833  0.103937  0.520846  0.117684  0.000000  0.000000  0.089611  0.000000  0.000000
crude article004.txt  0.028687  0.177345  0.036912  0.034690  0.000000  0.377312  0.083278  0.074296  0.324199  0.071102  0.256754  0.279542  0.134386  0.359411  0.000000  0.372166  0.286173  0.153475  0.048532  0.108066  0.241840  0.000000  0.282366  0.106333  0.000000  0.036912  0.000000  0.000000  0.000000
crude article005.txt  0.107134  0.378465  0.000000  0.129554  0.337162  0.000000  0.000000  0.277466  0.302688  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.099278  0.534372  0.000000  0.000000  0.000000  0.200706  0.175362  0.351508  0.099278  0.153297  0.000000  0.151191  0.000000  0.000000
crude article006.txt  0.283571  0.250438  0.000000  0.228609  0.000000  0.000000  0.000000  0.122403  0.267060  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.350369  0.117868  0.252851  0.000000  0.089020  0.177081  0.000000  0.387666  0.525554  0.000000  0.121626  0.133394  0.000000  0.139128
crude article007.txt  0.000000  0.000000  0.000000  0.000000  0.914525  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.404530  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
crude article008.txt  0.000000  0.161656  0.078509  0.000000  0.288028  0.000000  0.000000  0.000000  0.344771  0.000000  0.078013  0.084937  0.000000  0.679499  0.000000  0.113081  0.152166  0.000000  0.000000  0.000000  0.228610  0.000000  0.350331  0.282702  0.000000  0.000000  0.000000  0.000000  0.000000
crude article009.txt  0.084603  0.024906  0.036287  0.034103  0.088751  0.000000  0.000000  0.365189  0.132795  0.000000  0.036058  0.039258  0.044037  0.706648  0.000000  0.000000  0.070332  0.000000  0.477097  0.053118  0.132080  0.000000  0.161924  0.130665  0.000000  0.072574  0.159192  0.000000  0.000000
crude article010.txt  0.187147  0.082640  0.120404  0.000000  0.294485  0.410249  0.000000  0.000000  0.352500  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.352500  0.262952  0.000000  0.076754  0.520270  0.000000  0.240807  0.132053  0.000000  0.137729
crude article011.txt  0.123023  0.108648  0.079149  0.148768  0.048396  0.000000  0.297612  0.039827  0.144825  0.076229  0.039324  0.085629  0.000000  0.000000  0.000000  0.313505  0.460217  0.205679  0.260158  0.231719  0.259281  0.100685  0.378412  0.256504  0.000000  0.237446  0.000000  0.000000  0.000000
crude article012.txt  0.230804  0.271781  0.000000  0.093035  0.000000  0.000000  0.074447  0.000000  0.144910  0.000000  0.098369  0.000000  0.000000  0.000000  0.000000  0.213879  0.000000  0.102900  0.390468  0.072455  0.288260  0.000000  0.631058  0.285172  0.000000  0.000000  0.000000  0.000000  0.226478
crude article013.txt  0.238700  0.090347  0.087755  0.082472  0.321949  0.299006  0.230981  0.176631  0.449603  0.084518  0.000000  0.000000  0.053248  0.000000  0.000000  0.126398  0.212608  0.136826  0.288447  0.192687  0.000000  0.000000  0.307677  0.252796  0.000000  0.263265  0.000000  0.000000  0.050191
crude article014.txt  0.108781  0.288213  0.139972  0.000000  0.000000  0.158975  0.105264  0.140866  0.307342  0.134809  0.139088  0.151433  0.000000  0.151433  0.000000  0.201609  0.542587  0.000000  0.184033  0.204895  0.203792  0.000000  0.446141  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
crude article015.txt  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
crude article016.txt  0.062266  0.054991  0.080120  0.075297  0.195958  0.000000  0.000000  0.000000  0.058641  0.077165  0.079614  0.000000  0.000000  0.000000  0.000000  0.346202  0.232932  0.249843  0.000000  0.058641  0.174975  0.000000  0.561815  0.577003  0.000000  0.000000  0.087872  0.000000  0.000000
crude article017.txt  0.141409  0.124886  0.060652  0.057000  0.000000  0.000000  0.273672  0.061039  0.133175  0.058415  0.000000  0.196853  0.000000  0.000000  0.000000  0.262079  0.176332  0.126089  0.000000  0.177567  0.309069  0.000000  0.541291  0.524157  0.000000  0.060652  0.000000  0.000000  0.069379
crude article018.txt  0.246525  0.000000  0.105737  0.099372  0.000000  0.000000  0.000000  0.106412  0.154780  0.203674  0.000000  0.114394  0.000000  0.228789  0.000000  0.228447  0.204939  0.219818  0.695106  0.232170  0.153947  0.000000  0.269617  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
crude article019.txt  0.255083  0.300371  0.000000  0.000000  0.000000  0.000000  0.082278  0.000000  0.240230  0.210745  0.000000  0.118366  0.000000  0.118366  0.000000  0.393963  0.318080  0.000000  0.431542  0.000000  0.159292  0.000000  0.278977  0.315170  0.000000  0.000000  0.000000  0.000000  0.250301
crude article020.txt  0.139672  0.616761  0.000000  0.000000  0.000000  0.000000  0.135155  0.000000  0.131539  0.000000  0.178585  0.000000  0.000000  0.194435  0.000000  0.258860  0.174167  0.000000  0.000000  0.263079  0.130831  0.000000  0.343699  0.388290  0.000000  0.000000  0.000000  0.000000  0.205581
crude article021.txt  0.147618  0.097777  0.047486  0.089255  0.000000  0.107866  0.035711  0.143368  0.243290  0.045735  0.424675  0.102748  0.115255  0.051374  0.000000  0.341983  0.368150  0.049360  0.000000  0.069511  0.241980  0.120814  0.484336  0.273587  0.000000  0.000000  0.052081  0.000000  0.108638
crude article022.txt  0.156881  0.217722  0.086513  0.054203  0.070531  0.000000  0.151808  0.029022  0.189960  0.000000  0.229244  0.093596  0.174981  0.000000  0.000000  0.186913  0.335358  0.029975  0.000000  0.295493  0.356881  0.256790  0.459579  0.269986  0.000000  0.086513  0.031628  0.000000  0.197923
crude article023.txt  0.148004  0.130711  0.047610  0.089488  0.000000  0.108148  0.035805  0.143743  0.243926  0.045854  0.425786  0.103017  0.115556  0.051508  0.000000  0.377165  0.369113  0.049489  0.000000  0.069693  0.173295  0.121130  0.455252  0.308590  0.000000  0.000000  0.052217  0.000000  0.108922
crude article024.txt  0.081011  0.143091  0.000000  0.000000  0.127475  0.236781  0.000000  0.000000  0.228882  0.000000  0.310742  0.000000  0.126501  0.225548  0.000000  0.000000  0.303054  0.000000  0.000000  0.076294  0.227650  0.397807  0.398696  0.300282  0.000000  0.000000  0.000000  0.000000  0.357716
crude article025.txt  0.194121  0.205727  0.049956  0.000000  0.183275  0.056738  0.037569  0.000000  0.255945  0.048114  0.000000  0.216186  0.181875  0.162140  0.000000  0.287818  0.387300  0.103855  0.131363  0.073127  0.218201  0.000000  0.318456  0.395750  0.111106  0.000000  0.328739  0.000000  0.114289
crude article026.txt  0.199468  0.176161  0.128331  0.000000  0.000000  0.000000  0.193018  0.000000  0.187854  0.123597  0.255040  0.138838  0.000000  0.138838  0.000000  0.092420  0.248730  0.000000  0.506181  0.093927  0.280264  0.000000  0.490842  0.092420  0.000000  0.128331  0.140747  0.000000  0.146797
crude article027.txt  0.083720  0.073938  0.000000  0.000000  0.131738  0.081566  0.189030  0.000000  0.183972  0.276671  0.178407  0.155394  0.000000  0.000000  0.000000  0.181022  0.173994  0.261276  0.000000  0.315381  0.235262  0.274073  0.389138  0.258603  0.000000  0.107725  0.039383  0.000000  0.410753
